"","ENTREZID","SYMBOL","ENSEMBL","SRR7251660","SRR7251661","SRR7251662","SRR7251664","SRR7251665","SRR7251667","SRR7251668","SRR7251670"
"15011","492","ATP2B3","ENSG00000067842",0,0,0,0,0,0,0,0
"15025","493","ATP2B4","ENSG00000058668",54,350,410,67,1171,27,141,14
"15074","495","ATP4A","ENSG00000105675",0,0,0,0,0,0,0,0
"15081","496","ATP4B","ENSG00000186009",0,1,0,0,0,0,0,0
"15082","496","ATP4B","ENSG00000288359",0,1,0,0,0,0,0,0
"15098","498","ATP5F1A","ENSG00000152234",21,99,73,65,157,4,31,2
"15131","501","ALDH7A1","ENSG00000164904",0,5,1,0,0,0,0,0
"15204","506","ATP5F1B","ENSG00000110955",21,132,92,70,186,6,30,5
"15303","509","ATP5F1C","ENSG00000165629",18,72,36,11,86,4,37,1
"15607","513","ATP5F1D","ENSG00000099624",17,14,21,7,3,0,2,1
"15693","514","ATP5F1E","ENSG00000124172",4,4,0,1,1,0,0,0
"15752","515","ATP5PB","ENSG00000116459",13,28,22,19,58,1,14,1
"15821","516","ATP5MC1","ENSG00000159199",0,4,1,3,23,0,0,0
"15888","517","ATP5MC2","ENSG00000135390",11,56,39,17,95,2,8,1
"15943","518","ATP5MC3","ENSG00000154518",11,33,32,17,51,1,10,0
"15976","521","ATP5ME","ENSG00000169020",6,16,19,9,24,0,14,0
"15985","522","ATP5PF","ENSG00000154723",1,24,7,1,13,1,3,0
"15993","523","ATP6V1A","ENSG00000114573",27,139,112,21,179,11,37,6
"16003","525","ATP6V1B1","ENSG00000116039",0,0,0,0,0,0,0,0
"16013","526","ATP6V1B2","ENSG00000147416",35,108,118,32,242,22,50,11
"16023","527","ATP6V0C","ENSG00000185883",22,6,5,7,2,1,1,1
"16033","528","ATP6V1C1","ENSG00000155097",11,102,74,12,171,4,21,4
"16041","529","ATP6V1E1","ENSG00000131100",17,47,30,15,45,1,18,2
"16080","533","ATP6V0B","ENSG00000117410",8,40,54,22,66,5,5,0
"16107","534","ATP6V1G2","ENSG00000213760",0,0,0,0,0,0,0,0
"16108","534","ATP6V1G2","ENSG00000234920",0,0,0,0,0,0,0,0
"16109","534","ATP6V1G2","ENSG00000226850",0,0,0,0,0,0,0,0
"16110","534","ATP6V1G2","ENSG00000234668",0,0,0,0,0,0,0,0
"16111","534","ATP6V1G2","ENSG00000230900",0,0,0,0,0,0,0,0
"16112","534","ATP6V1G2","ENSG00000206445",0,0,0,0,0,0,0,0
"16113","534","ATP6V1G2","ENSG00000227587",0,0,0,0,0,0,0,0
"16126","535","ATP6V0A1","ENSG00000033627",40,78,90,21,133,17,13,8
"16151","537","ATP6AP1","ENSG00000071553",0,0,0,0,1,0,0,0
"16162","538","ATP7A","ENSG00000165240",0,0,0,0,0,0,0,0
"16183","539","ATP5PO","ENSG00000241837",11,31,2,2,20,1,9,0
"16201","540","ATP7B","ENSG00000123191",12,7,3,2,11,0,0,0
"16353","545","ATR","ENSG00000175054",45,404,242,54,553,20,94,7
"16427","546","ATRX","ENSG00000085224",0,13,6,2,20,0,0,0
"16472","547","KIF1A","ENSG00000130294",5,0,0,0,0,0,3,0
"16634","549","AUH","ENSG00000148090",8,44,30,11,64,3,15,1
"16731","550","AUP1","ENSG00000115307",24,87,137,27,239,4,21,5
"16824","551","AVP","ENSG00000101200",0,0,0,0,0,0,0,0
"16926","552","AVPR1A","ENSG00000166148",67,121,20,25,23,0,1,0
"17035","553","AVPR1B","ENSG00000198049",0,0,0,0,0,0,0,0
"17119","554","AVPR2","ENSG00000126895",0,0,0,0,0,0,0,0
"17439","558","AXL","ENSG00000167601",0,1,6,2,3,0,12,0
"17716","563","AZGP1","ENSG00000160862",0,0,0,0,0,0,0,0
"17757","566","AZU1","ENSG00000172232",13,1,3,3,0,1,0,0
"17758","566","AZU1","ENSG00000278624",13,1,3,3,0,1,0,0
"17801","567","B2M","ENSG00000166710",5605,10529,3627,2053,5017,307,1405,180
"17802","567","B2M","ENSG00000273686",5605,10529,3627,2053,5017,307,1405,180
"17959","570","BAAT","ENSG00000136881",2,0,0,0,0,0,0,0
"17960","570","BAAT","ENSG00000276559",2,0,0,0,0,0,0,0
"18012","571","BACH1","ENSG00000156273",28,253,241,99,407,51,195,19
"18106","572","BAD","ENSG00000002330",0,14,5,6,7,0,2,0
"18141","573","BAG1","ENSG00000107262",46,35,29,32,36,7,13,2
"18169","574","BAGE",NA,4,0,0,0,0,0,0,0
"18341","575","ADGRB1","ENSG00000181790",5,13,6,0,12,0,0,0
"18432","576","ADGRB2","ENSG00000121753",0,2,1,0,6,0,0,0
"18514","577","ADGRB3","ENSG00000135298",9,0,1,0,2,0,0,0
"18558","578","BAK1","ENSG00000030110",0,9,32,8,36,0,4,1
"18603","579","NKX3-2","ENSG00000109705",0,0,0,0,1,0,0,0
"18617","580","BARD1","ENSG00000138376",56,71,29,16,53,0,6,1
"18624","581","BAX","ENSG00000087088",10,41,52,10,54,2,6,0
"18639","582","BBS1","ENSG00000174483",2,39,29,3,48,2,5,0
"18648","583","BBS2","ENSG00000125124",9,119,51,21,150,2,26,0
"18688","585","BBS4","ENSG00000140463",21,38,23,7,67,2,9,1
"18722","586","BCAT1","ENSG00000060982",10,15,31,12,23,5,14,0
"18737","587","BCAT2","ENSG00000105552",4,14,12,1,9,0,1,0
"18771","590","BCHE","ENSG00000114200",8,0,0,0,0,0,0,0
"18812","593","BCKDHA","ENSG00000248098",6,35,51,11,23,1,13,1
"18839","594","BCKDHB","ENSG00000083123",4,14,16,3,41,0,6,0
"18848","595","CCND1","ENSG00000110092",3,7,0,2,1,0,2,0
"18861","596","BCL2","ENSG00000171791",11,436,91,50,441,10,105,7
"18869","597","BCL2A1","ENSG00000140379",18,14,33,18,22,23,177,7
"18878","598","BCL2L1","ENSG00000171552",144,255,63,54,103,4,9,3
"18896","599","BCL2L2","ENSG00000129473",14,48,23,4,39,1,6,0
"18933","602","BCL3","ENSG00000069399",26,11,45,27,21,14,37,6
"18947","604","BCL6","ENSG00000113916",40,71,179,29,108,24,196,18
"18989","605","BCL7A","ENSG00000110987",13,27,35,4,22,0,3,0
"18990","605","BCL7A","ENSG00000282873",13,27,35,4,22,0,3,0
"19006","606","NBEAP1",NA,20,2,1,0,2,0,0,0
"19028","607","BCL9","ENSG00000116128",0,0,0,0,0,0,0,0
"19030","608","TNFRSF17","ENSG00000048462",4,2,1,0,3,0,1,0
"19043","610","HCN2","ENSG00000099822",1,3,0,2,3,1,2,0
"19048","611","OPN1SW","ENSG00000128617",0,0,0,0,1,2,0,0
"19060","613","BCR","ENSG00000186716",101,196,139,55,219,7,55,3
"19105","617","BCS1L","ENSG00000074582",2,19,14,2,33,0,3,0
"19111","618","BCYRN1","ENSG00000236824",0,0,0,0,0,0,0,0
"19180","622","BDH1","ENSG00000161267",0,33,9,0,20,0,0,0
"19181","622","BDH1","ENSG00000275544",0,33,9,0,20,0,0,0
"19193","623","BDKRB1","ENSG00000100739",0,0,0,0,0,0,0,0
"19205","624","BDKRB2","ENSG00000168398",3,0,0,0,0,0,0,0
"19227","627","BDNF","ENSG00000176697",4,8,0,0,1,0,0,0
"19247","629","CFB","ENSG00000243649",0,0,0,0,0,0,0,0
"19248","629","CFB","ENSG00000242335",0,0,0,0,0,0,0,0
"19249","629","CFB","ENSG00000241534",0,0,0,0,0,0,0,0
"19250","629","CFB","ENSG00000243570",0,0,0,0,0,0,0,0
"19251","629","CFB","ENSG00000204359",0,0,0,0,0,0,0,0
"19252","629","CFB","ENSG00000241253",0,0,0,0,0,0,0,0
"19253","629","CFB","ENSG00000239754",0,0,0,0,0,0,0,0
"19280","631","BFSP1","ENSG00000125864",1,1,1,0,7,0,0,0
"19288","632","BGLAP","ENSG00000242252",0,1,0,0,0,0,0,0
"19297","633","BGN","ENSG00000182492",0,0,0,0,0,0,0,0
"19307","634","CEACAM1","ENSG00000079385",9,13,4,5,23,0,6,0
"19324","635","BHMT","ENSG00000145692",0,2,0,0,1,0,0,0
"19338","636","BICD1","ENSG00000151746",23,59,41,8,78,0,6,2
"19352","637","BID","ENSG00000015475",36,60,53,36,64,17,22,7
"19359","638","BIK","ENSG00000100290",0,0,0,0,1,0,0,0
"19381","639","PRDM1","ENSG00000057657",28,184,146,64,332,14,153,12
"19442","640","BLK","ENSG00000136573",37,122,124,28,145,3,15,3
"19443","640","BLK","ENSG00000285369",37,122,124,28,145,3,15,3
"19483","641","BLM","ENSG00000197299",7,33,24,7,49,2,11,2
"19557","642","BLMH","ENSG00000108578",6,44,19,10,56,1,15,0
"19631","643","CXCR5","ENSG00000160683",15,50,14,4,55,2,7,3
"19740","644","BLVRA","ENSG00000106605",12,28,17,9,33,1,1,1
"19840","645","BLVRB","ENSG00000090013",2,10,12,14,10,1,4,3
"19921","646","BNC1","ENSG00000169594",1,0,0,0,0,0,0,0
"20076","648","BMI1","ENSG00000168283",3,7,12,0,1,0,0,0
"20123","649","BMP1","ENSG00000168487",5,6,11,0,16,1,6,0
"20176","650","BMP2","ENSG00000125845",0,0,0,1,0,0,0,0
"20215","651","BMP3","ENSG00000152785",5,2,0,0,0,0,0,0
"20240","652","BMP4","ENSG00000125378",3,0,0,0,0,0,0,0
"20275","653","BMP5","ENSG00000112175",3,0,0,0,0,0,0,0
"20365","654","BMP6","ENSG00000153162",126,129,38,32,37,1,3,0
"20399","655","BMP7","ENSG00000101144",0,0,0,1,0,0,0,0
"20409","656","BMP8B","ENSG00000116985",17,18,11,18,11,18,21,2
"20420","657","BMPR1A","ENSG00000107779",3,13,11,0,32,0,4,0
"20430","658","BMPR1B","ENSG00000138696",8,0,0,0,0,0,0,0
"20439","659","BMPR2","ENSG00000204217",64,147,121,17,200,7,87,5
"20469","660","BMX","ENSG00000102010",1,0,0,0,0,0,0,0
"20495","661","POLR3D","ENSG00000168495",19,32,31,12,47,3,5,3
"20506","662","BNIP1","ENSG00000113734",0,5,8,1,9,2,2,0
"20517","663","BNIP2","ENSG00000140299",189,337,158,67,194,13,84,18
"20526","664","BNIP3","ENSG00000176171",4,24,31,0,30,0,6,1
"20544","665","BNIP3L","ENSG00000104765",151,276,179,101,198,19,120,13
"20556","666","BOK","ENSG00000176720",0,6,3,0,12,0,1,0
"20565","667","DST","ENSG00000151914",41,112,172,19,145,18,132,9
"20574","668","FOXL2","ENSG00000183770",0,0,0,0,0,0,0,0
"20579","669","BPGM","ENSG00000172331",23,17,11,23,23,1,7,1
"20590","670","BPHL","ENSG00000137274",2,1,2,0,17,0,1,0
"20601","671","BPI","ENSG00000101425",4,7,7,13,1,3,1,3
"20612","672","BRCA1","ENSG00000012048",15,32,22,2,35,2,8,1
"20622","673","BRAF","ENSG00000157764",19,137,95,32,161,20,50,4
"20640","675","BRCA2","ENSG00000139618",16,39,21,5,49,3,20,8
"20650","676","BRDT","ENSG00000137948",4,0,0,0,0,0,1,0
"20656","677","ZFP36L1","ENSG00000185650",56,218,417,41,403,69,173,34
"20756","678","ZFP36L2","ENSG00000152518",168,704,760,221,848,67,635,34
"20774","680","BRS3","ENSG00000102239",0,0,0,0,0,0,0,0
"20787","682","BSG","ENSG00000172270",58,114,122,47,71,12,29,5
"20793","683","BST1","ENSG00000109743",8,13,36,5,29,3,19,1
"20808","684","BST2","ENSG00000130303",5,24,23,9,33,2,16,1
"20815","685","BTC","ENSG00000174808",0,0,0,0,0,0,0,0
"20822","686","BTD","ENSG00000169814",1,14,16,3,28,1,3,2
"20832","687","KLF9","ENSG00000119138",81,257,103,99,86,16,65,9
"20845","688","KLF5","ENSG00000102554",16,1,13,6,10,8,8,4
"20856","689","BTF3","ENSG00000145741",40,116,92,42,157,21,103,5
"20883","690","BTF3P11",NA,5,0,0,0,0,0,0,0
"21089","694","BTG1","ENSG00000133639",135,1114,557,295,1096,93,410,50
"21112","695","BTK","ENSG00000010671",0,0,0,0,0,0,0,0
"21116","696","BTN1A1","ENSG00000124557",1,0,2,0,1,0,2,0
"21119","699","BUB1","ENSG00000169679",10,19,6,1,6,0,4,0
"21146","701","BUB1B","ENSG00000156970",14,5,4,1,1,0,0,0
"21185","705","BYSL","ENSG00000112578",1,56,23,2,59,0,4,1
"21196","706","TSPO","ENSG00000100300",7,23,29,25,17,1,2,1
"21214","708","C1QBP","ENSG00000108561",6,9,18,7,17,0,6,1
"21235","710","SERPING1","ENSG00000149131",7,14,3,1,7,1,1,1
"21246","711","ERC2-IT1","ENSG00000281708",3,0,0,0,0,0,0,0
"21252","712","C1QA","ENSG00000173372",6,0,9,3,3,0,1,0
"21267","713","C1QB","ENSG00000173369",0,0,5,5,1,0,1,0
"21278","714","C1QC","ENSG00000159189",0,0,2,0,1,0,0,0
"21294","715","C1R","ENSG00000159403",5,2,2,0,8,0,0,0
"21295","715","C1R","ENSG00000288512",5,2,2,0,8,0,0,0
"21306","716","C1S","ENSG00000182326",0,0,0,0,0,0,0,0
"21317","717","C2","ENSG00000166278",1,0,0,0,1,0,0,0
"21318","717","C2","ENSG00000206372",1,0,0,0,1,0,0,0
"21319","717","C2","ENSG00000231543",1,0,0,0,1,0,0,0
"21320","717","C2","ENSG00000226560",1,0,0,0,1,0,0,0
"21321","717","C2","ENSG00000204364",1,0,0,0,1,0,0,0
"21322","717","C2","ENSG00000235696",1,0,0,0,1,0,0,0
"21323","717","C2","ENSG00000235017",1,0,0,0,1,0,0,0
"21334","718","C3","ENSG00000125730",0,1,7,3,8,0,2,0
"21344","719","C3AR1","ENSG00000171860",0,6,25,1,35,1,9,1
"21347","720","C4A","ENSG00000244731",0,0,0,0,0,0,0,0
"21348","720","C4A","ENSG00000227746",0,0,0,0,0,0,0,0
"21349","720","C4A","ENSG00000244207",0,0,0,0,0,0,0,0
"21350","720","C4A","ENSG00000206340",0,0,0,0,0,0,0,0
"21356","721","C4B","ENSG00000224389",0,0,0,0,0,0,0,0
"21357","721","C4B","ENSG00000224639",0,0,0,0,0,0,0,0
"21358","721","C4B","ENSG00000228454",0,0,0,0,0,0,0,0
"21359","721","C4B","ENSG00000236625",0,0,0,0,0,0,0,0
"21360","721","C4B","ENSG00000228267",0,0,0,0,0,0,0,0
"21362","722","C4BPA","ENSG00000123838",3,0,0,2,0,0,0,0
"21395","725","C4BPB","ENSG00000123843",0,0,0,0,1,0,0,0
"21402","726","CAPN5","ENSG00000149260",0,0,0,0,0,0,0,0
"21413","727","C5","ENSG00000106804",13,19,26,0,37,0,12,0
"21449","728","C5AR1","ENSG00000197405",46,32,80,23,67,27,55,16
"21595","729","C6","ENSG00000039537",5,0,0,0,0,0,1,0
"21695","730","C7","ENSG00000112936",6,0,0,0,0,0,0,0
"21728","731","C8A","ENSG00000157131",7,0,0,0,0,0,0,0
"21744","732","C8B","ENSG00000021852",5,0,0,0,0,0,0,0
"21757","733","C8G","ENSG00000176919",0,0,0,0,0,0,0,0
"21763","734","OSGIN2","ENSG00000164823",18,42,29,17,49,4,28,1
"21771","735","C9","ENSG00000113600",9,0,0,0,1,0,0,0
"21799","738","VPS51","ENSG00000149823",21,108,86,25,71,3,28,1
"21812","740","MRPL49","ENSG00000149792",6,30,22,7,29,4,4,2
"21827","741","ZNHIT2","ENSG00000174276",2,3,1,0,1,0,1,0
"21850","744","MPPED2","ENSG00000066382",11,3,0,0,1,0,0,0
"21857","745","MYRF","ENSG00000124920",9,5,3,3,13,0,2,0
"21864","746","TMEM258","ENSG00000134825",9,2,5,5,12,0,4,0
"21872","747","DAGLA","ENSG00000134780",0,2,22,6,10,0,2,1
"21896","750","GAS8-AS1","ENSG00000221819",4,1,0,0,0,0,2,0
"21909","752","FMNL1","ENSG00000184922",178,441,720,167,797,55,191,32
"21915","753","LDLRAD4","ENSG00000168675",17,90,78,11,114,6,35,2
"21925","754","PTTG1IP","ENSG00000183255",56,277,153,50,257,6,42,4
"21934","755","CFAP410","ENSG00000160226",12,91,41,13,61,1,8,1
"21950","757","TMEM50B","ENSG00000142188",0,0,0,0,0,0,0,0
"21951","757","TMEM50B","ENSG00000263160",0,0,0,0,0,0,0,0
"21958","758","MPPED1","ENSG00000186732",0,0,0,0,0,0,0,0
"21967","759","CA1","ENSG00000133742",0,6,2,11,2,0,3,0
"21974","760","CA2","ENSG00000104267",332,409,104,64,98,0,11,0
"21975","761","CA3","ENSG00000164879",0,0,0,2,0,0,0,0
"21976","762","CA4","ENSG00000167434",6,0,0,1,0,0,0,0
"21983","763","CA5A","ENSG00000174990",3,0,0,0,0,0,0,0
"21992","765","CA6","ENSG00000131686",0,40,7,2,27,2,2,1
"21994","766","CA7","ENSG00000168748",0,0,3,0,0,0,0,0
"21995","767","CA8","ENSG00000178538",6,0,2,0,3,0,2,0
"22041","768","CA9","ENSG00000107159",0,0,0,0,0,0,0,0
"22068","770","CA11","ENSG00000063180",0,7,9,0,18,0,1,0
"22079","771","CA12","ENSG00000074410",7,0,0,0,0,0,0,0
"22095","773","CACNA1A","ENSG00000141837",8,3,5,1,3,2,0,2
"22103","774","CACNA1B","ENSG00000148408",20,0,0,1,0,0,0,1
"22109","775","CACNA1C","ENSG00000151067",13,8,3,3,7,1,1,0
"22110","775","CACNA1C","ENSG00000285479",13,8,3,3,7,1,1,0
"22118","776","CACNA1D","ENSG00000157388",5,1,4,0,4,0,3,0
"22128","777","CACNA1E","ENSG00000198216",13,3,0,1,0,1,0,0
"22136","778","CACNA1F","ENSG00000102001",0,0,0,0,0,0,0,0
"22145","779","CACNA1S","ENSG00000081248",8,0,0,0,0,0,0,0
"22150","780","DDR1","ENSG00000204580",0,0,0,0,1,0,0,0
"22151","780","DDR1","ENSG00000223680",0,0,0,0,1,0,0,0
"22152","780","DDR1","ENSG00000229767",0,0,0,0,1,0,0,0
"22153","780","DDR1","ENSG00000234078",0,0,0,0,1,0,0,0
"22154","780","DDR1","ENSG00000215522",0,0,0,0,1,0,0,0
"22155","780","DDR1","ENSG00000137332",0,0,0,0,1,0,0,0
"22156","780","DDR1","ENSG00000230456",0,0,0,0,1,0,0,0
"22164","781","CACNA2D1","ENSG00000153956",17,0,0,0,0,0,0,0
"22168","782","CACNB1","ENSG00000067191",7,23,41,1,56,0,10,0
"22170","783","CACNB2","ENSG00000165995",7,37,17,1,51,5,4,3
"22173","784","CACNB3","ENSG00000167535",5,4,4,2,12,0,1,0
"22179","785","CACNB4","ENSG00000182389",16,3,9,0,2,5,6,1
"22185","786","CACNG1","ENSG00000108878",0,0,0,0,2,0,0,0
"22194","788","SLC25A20","ENSG00000178537",10,15,20,6,28,0,0,0
"22211","790","CAD","ENSG00000084774",14,106,52,21,134,4,12,3
"22467","793","CALB1","ENSG00000104327",7,5,2,0,11,0,0,0
"22496","794","CALB2","ENSG00000172137",0,0,0,0,0,0,0,0
"22497","794","CALB2","ENSG00000282830",0,0,0,0,0,0,0,0
"22523","795","S100G","ENSG00000169906",0,1,0,0,0,0,0,0
"22554","796","CALCA","ENSG00000110680",0,0,0,0,0,0,0,0
"22641","797","CALCB","ENSG00000175868",3,1,0,0,0,0,0,0
"22827","799","CALCR","ENSG00000004948",8,0,0,0,0,0,0,0
"22905","800","CALD1","ENSG00000122786",73,379,28,51,17,0,11,1
"22952","801","CALM1","ENSG00000198668",269,939,380,153,572,43,173,12
"23119","805","CALM2","ENSG00000143933",71,202,132,72,136,5,37,1
"23205","808","CALM3","ENSG00000160014",487,1143,326,289,316,16,60,4
"23265","810","CALML3","ENSG00000178363",0,0,0,0,0,0,0,0
"23280","811","CALR","ENSG00000179218",45,226,193,93,275,40,155,18
"23292","813","CALU","ENSG00000128595",33,120,57,20,87,7,47,2
"23304","814","CAMK4","ENSG00000152495",7,165,31,24,154,6,55,3
"23321","815","CAMK2A","ENSG00000070808",7,0,0,1,0,0,0,0
"23359","816","CAMK2B","ENSG00000058404",3,0,0,0,0,0,0,0
"23403","817","CAMK2D","ENSG00000145349",28,180,121,37,246,12,90,3
"23426","818","CAMK2G","ENSG00000148660",34,99,78,14,193,6,35,4
"23464","819","CAMLG","ENSG00000164615",4,22,23,11,23,1,14,1
"23475","820","CAMP","ENSG00000164047",9,0,0,2,1,0,0,0
"23481","821","CANX","ENSG00000127022",74,458,395,140,598,65,253,32
"23482","821","CANX","ENSG00000283777",74,458,395,140,598,65,253,32
"23486","822","CAPG","ENSG00000042493",20,27,45,13,51,3,15,3
"23493","823","CAPN1","ENSG00000014216",184,302,176,78,137,2,23,2
"23497","824","CAPN2","ENSG00000162909",194,656,341,132,828,29,155,18
"23501","825","CAPN3","ENSG00000092529",9,110,87,15,197,1,9,0
"23502","826","CAPNS1","ENSG00000126247",99,259,198,77,210,232,310,123
"23507","827","CAPN6","ENSG00000077274",2,0,0,0,0,0,0,0
"23511","828","CAPS","ENSG00000105519",3,29,12,6,23,0,1,0
"23516","829","CAPZA1","ENSG00000116489",75,360,256,98,499,24,109,15
"23528","830","CAPZA2","ENSG00000198898",191,455,97,88,102,11,40,3
"23533","831","CAST","ENSG00000153113",97,580,593,116,1008,57,332,26
"23541","832","CAPZB","ENSG00000077549",129,341,279,86,387,13,103,8
"23551","833","CARS1","ENSG00000110619",19,60,60,6,123,4,27,1
"23552","833","CARS1","ENSG00000278191",19,60,60,6,123,4,27,1
"23562","834","CASP1","ENSG00000137752",19,126,175,36,292,7,45,2
"23603","835","CASP2","ENSG00000106144",28,140,121,18,274,2,39,5
"23638","836","CASP3","ENSG00000164305",11,89,27,14,89,2,18,1
"23685","837","CASP4","ENSG00000196954",13,138,115,29,180,21,76,6
"23719","838","CASP5","ENSG00000137757",6,2,10,3,11,0,2,0
"23775","839","CASP6","ENSG00000138794",6,44,11,2,43,0,0,0
"23820","840","CASP7","ENSG00000165806",13,37,17,5,43,3,8,2
"23863","841","CASP8","ENSG00000064012",45,327,263,55,621,29,130,15
"23923","842","CASP9","ENSG00000132906",9,30,18,5,33,2,7,0
"24003","843","CASP10","ENSG00000003400",15,128,84,15,268,3,19,4
"24054","844","CASQ1","ENSG00000143318",0,0,0,1,0,0,1,0
"24104","845","CASQ2","ENSG00000118729",3,0,0,0,0,0,0,0
"24152","846","CASR","ENSG00000036828",1,0,0,0,3,0,0,0
"24227","847","CAT","ENSG00000121691",29,42,77,20,103,6,42,4
"24605","857","CAV1","ENSG00000105974",2,2,0,0,0,0,1,0
"24615","858","CAV2","ENSG00000105971",26,16,8,0,1,0,1,0
"24619","859","CAV3","ENSG00000182533",0,0,0,0,0,0,0,0
"24622","860","RUNX2","ENSG00000124813",8,102,79,13,219,20,64,11
"24633","861","RUNX1","ENSG00000159216",45,257,240,40,388,30,144,15
"24640","862","RUNX1T1","ENSG00000079102",10,0,2,0,1,0,0,0
"24650","863","CBFA2T3","ENSG00000129993",24,46,152,15,74,6,13,6
"24661","864","RUNX3","ENSG00000020633",81,240,298,117,371,35,106,8
"24672","865","CBFB","ENSG00000067955",13,110,69,22,103,4,37,3
"24681","866","SERPINA6","ENSG00000170099",1,0,0,0,0,0,0,0
"24682","866","SERPINA6","ENSG00000277405",1,0,0,0,0,0,0,0
"24693","867","CBL","ENSG00000110395",104,423,408,86,751,13,114,13
"24702","868","CBLB","ENSG00000114423",34,287,209,30,395,7,139,7
"24711","869","CBLN1","ENSG00000102924",0,0,1,0,0,0,0,0
"24732","871","SERPINH1","ENSG00000149257",3,15,7,1,10,0,1,0
"24752","873","CBR1","ENSG00000159228",7,10,2,6,7,0,3,1
"24761","874","CBR3","ENSG00000159231",1,2,1,0,10,0,0,0
"24772","875","CBS","ENSG00000160200",1,2,1,0,9,0,0,0
"24822","881","CCIN","ENSG00000185972",0,3,1,0,2,0,4,1
"24841","883","KYAT1","ENSG00000171097",7,23,13,0,42,0,0,1
"24842","883","KYAT1","ENSG00000286112",7,23,13,0,42,0,0,1
"24862","885","CCK","ENSG00000187094",2,0,0,2,0,0,0,0
"24878","886","CCKAR","ENSG00000163394",3,0,0,3,0,0,0,0
"24885","887","CCKBR","ENSG00000110148",5,0,0,0,0,0,0,0
"24910","889","KRIT1","ENSG00000001631",17,230,137,15,256,5,56,6
"24922","890","CCNA2","ENSG00000145386",5,7,2,3,4,0,2,0
"24930","891","CCNB1","ENSG00000134057",8,4,0,3,8,0,0,0
"24940","892","CCNC","ENSG00000112237",9,75,44,4,87,3,33,2
"24957","894","CCND2","ENSG00000118971",34,385,192,78,844,27,117,19
"24964","896","CCND3","ENSG00000112576",195,628,162,92,213,4,27,5
"24988","898","CCNE1","ENSG00000105173",2,1,7,5,3,0,2,0
"25037","899","CCNF","ENSG00000162063",5,3,8,2,16,0,3,1
"25058","900","CCNG1","ENSG00000113328",63,231,76,47,126,7,60,2
"25072","901","CCNG2","ENSG00000138764",22,65,64,8,108,7,8,3
"25091","902","CCNH","ENSG00000134480",3,242,165,85,286,47,223,24
"25141","904","CCNT1","ENSG00000129315",24,125,116,62,209,16,113,12
"25163","905","CCNT2","ENSG00000082258",20,234,205,33,311,28,97,7
"25224","908","CCT6A","ENSG00000146731",8,67,62,13,98,2,23,4
"25248","909","CD1A","ENSG00000158477",0,3,3,0,5,0,1,0
"25268","910","CD1B","ENSG00000158485",0,0,0,0,0,0,0,0
"25282","911","CD1C","ENSG00000158481",2,11,11,2,14,0,0,0
"25301","912","CD1D","ENSG00000158473",4,42,82,11,50,1,14,0
"25318","913","CD1E","ENSG00000158488",4,0,1,0,2,0,0,0
"25341","914","CD2","ENSG00000116824",11,167,98,23,287,4,29,4
"25365","915","CD3D","ENSG00000167286",0,48,19,10,62,4,22,1
"25382","916","CD3E","ENSG00000198851",10,250,146,18,350,12,97,12
"25410","917","CD3G","ENSG00000160654",1,90,65,7,139,6,30,3
"25449","919","CD247","ENSG00000198821",33,192,136,18,387,19,45,5
"25464","920","CD4","ENSG00000010610",0,13,4,2,17,0,4,0
"25479","921","CD5","ENSG00000110448",7,174,72,30,272,11,61,4
"25501","922","CD5L","ENSG00000073754",2,0,0,0,0,0,0,0
"25526","923","CD6","ENSG00000013725",12,263,112,64,360,10,53,5
"25547","924","CD7","ENSG00000173762",18,42,44,32,29,1,17,2
"25561","925","CD8A","ENSG00000153563",7,63,141,23,122,13,37,4
"25577","926","CD8B","ENSG00000172116",4,24,33,9,26,1,6,1
"25618","928","CD9","ENSG00000010278",97,242,32,33,12,1,4,2
"25632","929","CD14","ENSG00000170458",19,73,207,36,132,2,47,2
"25651","930","CD19","ENSG00000177455",31,40,81,2,96,1,1,0
"25666","931","MS4A1","ENSG00000156738",71,755,852,37,839,9,68,4
"25688","932","MS4A3","ENSG00000149516",9,1,0,8,6,0,0,1
"25689","932","MS4A3","ENSG00000284903",9,1,0,8,6,0,0,1
"25702","933","CD22","ENSG00000012124",69,215,232,28,247,5,19,2
"25796","939","CD27","ENSG00000139193",0,28,6,5,18,0,4,0
"25812","940","CD28","ENSG00000178562",16,235,75,58,425,4,72,3
"25841","941","CD80","ENSG00000121594",5,9,8,1,28,0,5,1
"25867","942","CD86","ENSG00000114013",0,33,62,13,109,7,19,2
"25885","943","TNFRSF8","ENSG00000120949",3,5,6,3,19,0,0,0
"25907","944","TNFSF8","ENSG00000106952",8,206,81,40,227,13,84,10
"25917","945","CD33","ENSG00000105383",14,39,120,9,128,1,13,1
"25927","946","SIGLEC6","ENSG00000105492",0,10,2,0,11,0,0,0
"25937","947","CD34","ENSG00000174059",1,0,2,0,0,0,0,0
"25947","948","CD36","ENSG00000135218",168,434,312,77,308,7,101,3
"25955","949","SCARB1","ENSG00000073060",1,9,22,6,25,2,3,0
"25964","950","SCARB2","ENSG00000138760",12,69,90,10,93,6,34,6
"25976","951","CD37","ENSG00000104894",118,404,567,98,682,15,69,15
"25986","952","CD38","ENSG00000004468",7,10,4,1,12,0,5,0
"25996","953","ENTPD1","ENSG00000138185",23,126,256,27,421,19,97,13
"26006","954","ENTPD2","ENSG00000054179",0,0,1,0,0,0,0,0
